Title1,Title2,Title3,Title4,Title5,RegulatorRuleFullRequirement
High Level Standards,PRIN Principles for Businesses,PRIN 4 Principles: MiFID business,PRIN 4.1 Principles: MiFID business,What?,"Certain requirements under MiFID are disapplied for:
eligible counterparty business;
transactions concluded under the rules governing a multilateral trading facility between its members or participants or between the multilateral trading facility and its members or participants in relation to the use of the multilateral trading facility;
transactions concluded on a regulated market between its members or participants.
Under PRIN 3.1.6 R, these disapplications may affect Principles 1, 2, 6 and 9. PRIN 3.1.6 R applies only to the extent that the application of a Principle would be contrary to the UK's obligations under a Single Market Directive in respect of a particular transaction or matter. In line with MiFID, these limitations relating to eligible counterparty business and transactions under the rules of a multilateral trading facility or on a regulated market only apply in relation to a firm's conduct of business obligations to its clients under MiFID. They do not limit the application of those Principles in relation to other matters, such as client asset protections, systems and controls, prudential requirements and market integrity. Further information about these limitations is contained in  COBS 1 Annex 1.1
Principles 3, 4, 5, 7, 8, 10 and 11 are not limited in this way."
High Level Standards,PRIN Principles for Businesses,PRIN 4 Principles: MiFID business,PRIN 4.1 Principles: MiFID business,What?,"Certain requirements derived from MiFID are disapplied for: eligible counterparty business; transactions concluded under the rules governing a multilateral trading facility between its members or participants or between the multilateral trading facility and its members or participants in relation to the use of the multilateral trading facility; transactions concluded on a regulated market between its members or participants. Under PRIN 3.1.6 R, these disapplications may affect Principles 1, 2, 6 and 9. PRIN 3.1.6 R applies only to the extent that the application of a Principle would be contrary to the UK's obligations under a relevant EU measure7 in respect of a particular transaction or matter. In line with MiFID, these limitations relating to eligible counterparty business and transactions under the rules of a multilateral trading facility or on a regulated market only apply in relation to a firm's conduct of business obligations to its clients derived from7 MiFID. They do not limit the application of those Principles in relation to other matters, such as client asset protections, systems and controls, prudential requirements and market integrity. Further information about these limitations is contained in 1 COBS 1 Annex 1.1 Principles 3, 4, 5, 7, 8, 10 and 11 are not limited in this way."
High Level Standards,PRIN Principles for Businesses,PRIN Sch 1 Record Keeping Requirements,,,There are no record keeping requirements in PRIN.
High Level Standards,PRIN Principles for Businesses,PRIN Sch 2 Notification requirements,,,"The aim of the guidance in the following table is to give the reader a quick over-all view of the relevant requirements for notification and reporting.
It is not a complete statement of those requirements and should not be relied on as if it were."
High Level Standards,PRIN Principles for Businesses,PRIN Sch 2 Notification requirements,,,"Handbook reference
Matter to be notified
Contents of notification
Trigger event
Time allowed
Principle 11 (PRIN 2.1.1 R)
Anything relating to the firm of which the appropriate regulator would reasonably expect notice
Appropriate disclosure
Anything relating to the firm of which the appropriate regulator would reasonably expect notice
Appropriate"
High Level Standards,PRIN Principles for Businesses,PRIN Sch 3 Fees and other required payments,,,There are no requirements for fees or other payments in PRIN.
High Level Standards,PRIN Principles for Businesses,PRIN Sch 5 Rights of action for damages,,,"The table below sets out the rules in PRIN contravention of which by an authorised person may be actionable under
section 138D of
the Act (Actions for damages)
by a person who suffers loss
as a result of the contravention."
High Level Standards,PRIN Principles for Businesses,PRIN Sch 5 Rights of action for damages,,,"If a ""Yes"" appears in the column headed ""For private person?"",
the rule may be actionable by a ""private person""
under section 138D (or,
in certain circumstances, his fiduciary or representative; see article 6(2)
and (3)(c) of the Financial Services and Markets Act 2000 (Rights of Action)
Regulations 2001 (SI 2001 No 2256)). A ""Yes"" in the column headed ""Removed""
indicates that the FCA has removed the right of action
under section 138D(3) of
the Act. If so, a reference to the rule in
which it is removed is also given."
High Level Standards,PRIN Principles for Businesses,PRIN Sch 5 Rights of action for damages,,,"The column headed ""For other person?"" indicates whether the rule may be actionable by a person other
than a private person (or his
fiduciary or representative) under article 6(2) and (3) of those Regulations.
If so, an indication of the type of person by
whom the rule may be actionable
is given."
High Level Standards,PRIN Principles for Businesses,PRIN Sch 5 Rights of action for damages,,,"Chapter/Appendix
Section/Annex
Paragraph
Right of
Action
For private person?
Removed?
For other person?
All rules in PRIN
No
Yes
PRIN 3.4.4 R
No"
